Frame, Build Acceleratoin Structures_CPU, Build Acceleration Structures_CPU, Build Acceleratoin Structures_CPU, Build Acceleration Structures_CPU, Update State_CPU, Scene Update_CPU, Scene Render_CPU, Particle Update_CPU, Disaptch Surfel Fill Acceleration Structures_CPU, Surfel Fill Acceleration Structures : SURFEL COUNT_CPU, Surfel Copy Grid To Input Buffer_CPU, Surfel Fill Acceleration Structures : SURFEL PREFIX SUM : REDUCE_CPU, Surfel Fill Acceleration Structures : SURFEL PREFIX SUM : SCAN_CPU, Surfel Fill Acceleration Structures : SURFEL PREFIX SUM : PROPAGATE INCLUSIVE_CPU, Surfel Fill Acceleration Structures : SURFEL INSERTION_CPU, RenderLightShadows_CPU, Z PrePass_CPU, Opaque_CPU, Cutout_CPU, Generate SSAO_CPU, Decompress and downsample_CPU, Analyze depth volumes_CPU, Blur and upsample_CPU, FillLightGrid_CPU, Main Render_CPU, Render Shadow Map_CPU, Render Color_CPU, Surfel Density Debug Overlay_CPU, Downsampling Depth_CPU, Render HBIL Tri_CPU, Render HBIL_CPU, Surfel Application Compute Shader_CPU, Apply Diffuse Lighting_CPU, Generate Camera Velocity_CPU, Post Effects_CPU, SDR Processing_CPU, Generate Bloom_CPU, Render UI_CPU, UI Block_CPU, Present_CPU, Build Acceleratoin Structures_GPU, Build Acceleration Structures_GPU, Build Acceleratoin Structures_GPU, Build Acceleration Structures_GPU, Update State_GPU, Scene Update_GPU, Scene Render_GPU, Particle Update_GPU, Disaptch Surfel Fill Acceleration Structures_GPU, Surfel Fill Acceleration Structures : SURFEL COUNT_GPU, Surfel Copy Grid To Input Buffer_GPU, Surfel Fill Acceleration Structures : SURFEL PREFIX SUM : REDUCE_GPU, Surfel Fill Acceleration Structures : SURFEL PREFIX SUM : SCAN_GPU, Surfel Fill Acceleration Structures : SURFEL PREFIX SUM : PROPAGATE INCLUSIVE_GPU, Surfel Fill Acceleration Structures : SURFEL INSERTION_GPU, RenderLightShadows_GPU, Z PrePass_GPU, Opaque_GPU, Cutout_GPU, Generate SSAO_GPU, Decompress and downsample_GPU, Analyze depth volumes_GPU, Blur and upsample_GPU, FillLightGrid_GPU, Main Render_GPU, Render Shadow Map_GPU, Render Color_GPU, Surfel Density Debug Overlay_GPU, Downsampling Depth_GPU, Render HBIL Tri_GPU, Render HBIL_GPU, Surfel Application Compute Shader_GPU, Apply Diffuse Lighting_GPU, Generate Camera Velocity_GPU, Post Effects_GPU, SDR Processing_GPU, Generate Bloom_GPU, Render UI_GPU, UI Block_GPU, Present_GPU, 
120, 0, 0, 0, 0, 0.3458, 0.1066, 2.3472, 0.2196, 0, 0, 0, 0, 0, 0, 0, 0.0975, 0.3856, 0.1863, 0.1099, 0.396, 0.1073, 0.1101, 0.0963, 0.0848, 0.088, 0.1878, 0.1522, 0, 0.0846, 0.1943, 0.0892, 0.0958, 0.0937, 0.0871, 0.3968, 0.258, 0.1601, 1.8766, 1.7729, 0.1447, 0, 0, 0, 0, 0, 3.2e-05, 8.91542, 0.071936, 0, 0, 0, 0, 0, 0, 0, 3.2e-05, 0.100736, 0.09504, 0.005632, 0.338944, 0.097184, 0.10256, 0.130368, 0.077376, 0.003296, 0.148288, 0.348352, 0, 1.19526, 6.22995, 0.00064, 0.14608, 0.076128, 0.068384, 0.160928, 0.15792, 0.091232, 0.014848, 0.014848, 0.039744, 
120, 0, 0, 0, 0, 1.9197, 0.1235, 2.3701, 0.2185, 0, 0, 0, 0, 0, 0, 0, 0.0903, 0.399, 0.2003, 0.1144, 0.4098, 0.1136, 0.1136, 0.0974, 0.0894, 0.0879, 0.1856, 0.1634, 0, 0.0853, 0.1895, 0.0855, 0.0956, 0.093, 0.0864, 0.3762, 0.2497, 0.1547, 1.7532, 1.6537, 0.1372, 0, 0, 0, 0, 0, 3.2e-05, 9.49568, 0.092032, 0, 0, 0, 0, 0, 0, 0, 3.2e-05, 0.109504, 0.103808, 0.0056, 0.351488, 0.097408, 0.103232, 0.13056, 0.077568, 0.003488, 0.147104, 0.348192, 0, 1.74173, 6.22384, 0.0016, 0.145888, 0.077056, 0.067616, 0.160768, 0.157824, 0.091616, 0.015968, 0.015968, 0.039712, 
120, 0, 0, 0, 0, 0.3122, 0.1001, 2.2646, 0.209, 0, 0, 0, 0, 0, 0, 0, 0.0901, 0.3572, 0.1654, 0.1084, 0.4014, 0.1053, 0.1114, 0.0995, 0.087, 0.0866, 0.1745, 0.1466, 0, 0.0834, 0.182, 0.0847, 0.096, 0.0943, 0.0889, 0.3618, 0.2467, 0.1548, 1.6845, 1.5905, 0.134, 0, 0, 0, 0, 0, 3.2e-05, 9.43414, 0.072576, 0, 0, 0, 0, 0, 0, 0, 3.2e-05, 0.10864, 0.102816, 0.00576, 0.339104, 0.09616, 0.103264, 0.130624, 0.077632, 0.003456, 0.147808, 0.3488, 0, 1.7129, 6.22144, 0.001536, 0.145312, 0.076928, 0.06768, 0.159904, 0.156928, 0.09088, 0.016, 0.015968, 0.039744, 
120, 0, 0, 0, 0, 0.3425, 0.1034, 2.3602, 0.2146, 0, 0, 0, 0, 0, 0, 0, 0.098, 0.3721, 0.1732, 0.1119, 0.4037, 0.1076, 0.1141, 0.0952, 0.0852, 0.0912, 0.1851, 0.1539, 0, 0.0847, 0.2108, 0.1099, 0.0903, 0.1105, 0.0908, 0.3793, 0.242, 0.1502, 2.3364, 2.2392, 0.1397, 0, 0, 0, 0, 0, 3.2e-05, 9.42323, 0.071264, 0, 0, 0, 0, 0, 0, 0, 0, 0.108736, 0.1032, 0.005536, 0.339776, 0.097376, 0.102976, 0.1304, 0.077728, 0.00352, 0.147552, 0.347264, 0, 1.71248, 6.2161, 0.001504, 0.144832, 0.077184, 0.067008, 0.161056, 0.157888, 0.091552, 0.01568, 0.01568, 0.039584, 
120, 0, 0, 0, 0, 0.3142, 0.1026, 2.2949, 0.2088, 0, 0, 0, 0, 0, 0, 0, 0.091, 0.3708, 0.1813, 0.1051, 0.3917, 0.1028, 0.109, 0.0985, 0.0877, 0.0887, 0.1749, 0.1657, 0, 0.0861, 0.193, 0.0884, 0.0928, 0.0914, 0.0858, 0.368, 0.2397, 0.1496, 1.7194, 1.6212, 0.1303, 0, 0, 0, 0, 0, 0, 9.42954, 0.070336, 0, 0, 0, 0, 0, 0, 0, 0, 0.110944, 0.105216, 0.005696, 0.338624, 0.096928, 0.10192, 0.130688, 0.077696, 0.003488, 0.147328, 0.34816, 0, 1.71398, 6.21885, 0.001536, 0.145152, 0.076992, 0.067296, 0.16032, 0.15728, 0.09104, 0.016256, 0.016256, 0.039872, 
125, 0, 0, 0, 0, 0.3104, 0.0967, 2.3034, 0.1988, 0, 0, 0, 0, 0, 0, 0, 0.0886, 0.3697, 0.1738, 0.1139, 0.4134, 0.1113, 0.1085, 0.0969, 0.0856, 0.0854, 0.1812, 0.1524, 0, 0.0876, 0.2087, 0.0911, 0.0949, 0.0931, 0.0863, 0.4147, 0.2569, 0.1583, 1.7267, 1.6296, 0.1315, 0, 0, 0, 0, 0, 3.2e-05, 9.42614, 0.071712, 0, 0, 0, 0, 0, 0, 0, 3.2e-05, 0.108512, 0.102592, 0.005856, 0.338272, 0.097088, 0.101792, 0.130432, 0.077728, 0.00352, 0.147936, 0.347776, 0, 1.71462, 6.21018, 0.001536, 0.14544, 0.077056, 0.067776, 0.160896, 0.15792, 0.091616, 0.015648, 0.015584, 0.039648, 
125, 0, 0, 0, 0, 2.0042, 0.1159, 2.2609, 0.2107, 0, 0, 0, 0, 0, 0, 0, 0.0889, 0.3586, 0.1669, 0.1092, 0.3976, 0.1064, 0.1117, 0.0964, 0.083, 0.0863, 0.176, 0.1508, 0, 0.0862, 0.1858, 0.0862, 0.0905, 0.0921, 0.0885, 0.5644, 0.4365, 0.2483, 1.6901, 1.5844, 0.1422, 0, 0, 0, 0, 0, 0, 9.43754, 0.071936, 0, 0, 0, 0, 0, 0, 0, 3.2e-05, 0.108992, 0.103008, 0.005952, 0.337952, 0.096416, 0.101664, 0.130912, 0.077952, 0.003552, 0.146976, 0.3472, 0, 1.71264, 6.22986, 0.0016, 0.145728, 0.077088, 0.06768, 0.159968, 0.156992, 0.090816, 0.016192, 0.01616, 0.039712, 
125, 0, 0, 0, 0, 0.3226, 0.1021, 2.3517, 0.2121, 0, 0, 0, 0, 0, 0, 0, 0.0856, 0.3741, 0.1812, 0.1112, 0.3969, 0.1078, 0.1085, 0.0963, 0.0855, 0.1128, 0.1897, 0.1732, 0, 0.089, 0.1935, 0.0886, 0.0922, 0.0925, 0.0869, 0.4127, 0.2562, 0.1581, 1.771, 1.6707, 0.1445, 0, 0, 0, 0, 0, 0, 9.41885, 0.071392, 0, 0, 0, 0, 0, 0, 0, 0, 0.109664, 0.103904, 0.00576, 0.338176, 0.096, 0.101984, 0.131136, 0.077696, 0.00352, 0.14784, 0.347296, 0, 1.71222, 6.21091, 0.0016, 0.14496, 0.07712, 0.06784, 0.16064, 0.157664, 0.091456, 0.016256, 0.016256, 0.039712, 
125, 0, 0, 0, 0, 0.3152, 0.1019, 2.2435, 0.2006, 0, 0, 0, 0, 0, 0, 0, 0.0963, 0.357, 0.1656, 0.107, 0.3983, 0.1065, 0.1086, 0.0966, 0.0855, 0.0832, 0.1706, 0.1469, 0, 0.086, 0.1885, 0.0881, 0.092, 0.0888, 0.0887, 0.3795, 0.2498, 0.1578, 1.719, 1.6172, 0.1456, 0, 0, 0, 0, 0, 3.2e-05, 9.42387, 0.0712, 0, 0, 0, 0, 0, 0, 0, 3.2e-05, 0.108, 0.102432, 0.005536, 0.339136, 0.096768, 0.102528, 0.13088, 0.077728, 0.003488, 0.147744, 0.347456, 0, 1.71139, 6.21715, 0.000896, 0.145184, 0.077312, 0.067296, 0.160384, 0.157408, 0.090944, 0.015744, 0.01568, 0.039552, 
125, 0, 0, 0, 0, 0.3309, 0.1032, 2.4128, 0.2193, 0, 0, 0, 0, 0, 0, 0, 0.096, 0.3733, 0.1785, 0.1149, 0.432, 0.1123, 0.1129, 0.1195, 0.0868, 0.1022, 0.1884, 0.155, 0, 0.0911, 0.1944, 0.0869, 0.0953, 0.0917, 0.0922, 0.3573, 0.2431, 0.1556, 2.1017, 1.998, 0.183, 0, 0, 0, 0, 0, 0, 10.1493, 0.072768, 0, 0, 0, 0, 0, 0, 0, 0, 0.082208, 0.082144, 3.2e-05, 0.341472, 0.098784, 0.102752, 0.13088, 0.077408, 0.00352, 0.148448, 0.37456, 0, 1.71363, 6.9337, 0.001568, 0.145952, 0.077088, 0.067648, 0.161088, 0.158048, 0.09184, 0.015968, 0.015936, 0.039808, 
130, 0, 0, 0, 0, 0.3283, 0.1065, 2.444, 0.3233, 0, 0, 0, 0, 0, 0, 0, 0.0963, 0.3624, 0.1711, 0.1077, 0.4191, 0.1099, 0.1191, 0.1022, 0.0864, 0.0851, 0.1794, 0.1513, 0, 0.0849, 0.1958, 0.0905, 0.1012, 0.0943, 0.0882, 0.3844, 0.2548, 0.1579, 1.8089, 1.7008, 0.1549, 0, 0, 0, 0, 0, 0, 9.73792, 0.0704, 0, 0, 0, 0, 0, 0, 0, 3.2e-05, 0.083136, 0.083072, 3.2e-05, 0.338496, 0.096864, 0.102336, 0.1304, 0.077568, 0.003488, 0.147744, 0.405952, 0, 1.73667, 6.47354, 0.001536, 0.145376, 0.077312, 0.067904, 0.160512, 0.157504, 0.091104, 0.015776, 0.015744, 0.039776, 
130, 0, 0, 0, 0, 1.9308, 0.1077, 2.357, 0.2161, 0, 0, 0, 0, 0, 0, 0, 0.0884, 0.3674, 0.1745, 0.1072, 0.4141, 0.1042, 0.1247, 0.1017, 0.0846, 0.0858, 0.181, 0.1558, 0, 0.0838, 0.1953, 0.0897, 0.1181, 0.0972, 0.0894, 0.3778, 0.2473, 0.155, 1.6907, 1.5968, 0.1315, 0, 0, 0, 0, 0, 3.2e-05, 9.70986, 0.070624, 0, 0, 0, 0, 0, 0, 0, 3.2e-05, 0.083104, 0.08304, 0, 0.33776, 0.096384, 0.10192, 0.130432, 0.07728, 0.003328, 0.148448, 0.374048, 0, 1.73472, 6.47965, 0.00096, 0.145632, 0.077152, 0.067232, 0.1608, 0.15776, 0.091808, 0.015776, 0.015712, 0.039584, 
130, 0, 0, 0, 0, 0.3135, 0.0993, 2.2734, 0.2166, 0, 0, 0, 0, 0, 0, 0, 0.0924, 0.3622, 0.1662, 0.11, 0.3949, 0.1061, 0.1063, 0.0957, 0.0985, 0.0886, 0.1739, 0.1445, 0, 0.0824, 0.1789, 0.0823, 0.0872, 0.0871, 0.1004, 0.3718, 0.2453, 0.1519, 1.6983, 1.5996, 0.1388, 0, 0, 0, 0, 0, 0, 9.6873, 0.071456, 0, 0, 0, 0, 0, 0, 0, 3.2e-05, 0.082624, 0.082592, 3.2e-05, 0.339904, 0.09776, 0.102176, 0.13088, 0.077504, 0.003488, 0.146304, 0.376256, 0, 1.73488, 6.45504, 0.001536, 0.145312, 0.077216, 0.067648, 0.159936, 0.15696, 0.090912, 0.015584, 0.015552, 0.044064, 
130, 0, 0, 0, 0, 0.3187, 0.0978, 2.4009, 0.2006, 0, 0, 0, 0, 0, 0, 0, 0.0902, 0.4112, 0.1989, 0.1281, 0.4601, 0.1254, 0.1268, 0.1109, 0.0986, 0.0866, 0.1951, 0.1506, 0, 0.0863, 0.1894, 0.0862, 0.0944, 0.09, 0.0878, 0.3896, 0.2514, 0.1561, 2.4155, 2.3195, 0.134, 0, 0, 0, 0, 0, 3.2e-05, 9.55827, 0.071712, 0, 0, 0, 0, 0, 0, 0, 0, 0.080608, 0.080544, 3.2e-05, 0.339488, 0.097376, 0.102016, 0.130592, 0.077312, 0.003296, 0.148736, 0.374688, 0, 1.57741, 6.48515, 0.000544, 0.145312, 0.076992, 0.067776, 0.1616, 0.15856, 0.09216, 0.015616, 0.015616, 0.039776, 
130, 0, 0, 0, 0, 0.3192, 0.0935, 2.1963, 0.2088, 0, 0, 0, 0, 0, 0, 0, 0.0858, 0.3679, 0.1742, 0.1144, 0.3843, 0.1034, 0.1038, 0.091, 0.0789, 0.0935, 0.1727, 0.1367, 0, 0.0758, 0.179, 0.0833, 0.0865, 0.0887, 0.0812, 0.3962, 0.2488, 0.1555, 2.2745, 2.1765, 0.1335, 0, 0, 0, 0, 0, 0, 9.71203, 0.07136, 0, 0, 0, 0, 0, 0, 0, 0, 0.08256, 0.082528, 3.2e-05, 0.33904, 0.096448, 0.10272, 0.13072, 0.07728, 0.003488, 0.146208, 0.375488, 0, 1.73302, 6.48432, 0.001536, 0.144448, 0.077216, 0.067584, 0.160224, 0.157184, 0.091232, 0.015616, 0.015616, 0.03984, 
135, 0, 0, 0, 0, 0.2963, 0.0889, 2.3196, 0.2028, 0, 0, 0, 0, 0, 0, 0, 0.09, 0.3481, 0.1601, 0.1023, 0.5153, 0.1615, 0.1473, 0.1004, 0.0838, 0.0844, 0.1814, 0.1456, 0, 0.0808, 0.1781, 0.0815, 0.0853, 0.0844, 0.0783, 0.3415, 0.2211, 0.1367, 1.6213, 1.5308, 0.127, 0, 0, 0, 0, 0, 3.2e-05, 9.69594, 0.071136, 0, 0, 0, 0, 0, 0, 0, 3.2e-05, 0.082496, 0.082464, 0, 0.338272, 0.096416, 0.102176, 0.130688, 0.077792, 0.003488, 0.147456, 0.374688, 0, 1.74509, 6.45648, 0.001536, 0.144896, 0.076896, 0.067328, 0.160992, 0.158016, 0.091712, 0.016128, 0.016128, 0.039744, 
135, 0, 0, 0, 0, 1.7485, 0.1127, 2.1746, 0.1958, 0, 0, 0, 0, 0, 0, 0, 0.0821, 0.3366, 0.1614, 0.0971, 0.4127, 0.1286, 0.1146, 0.0909, 0.0771, 0.0846, 0.1684, 0.1401, 0, 0.0791, 0.1806, 0.0788, 0.092, 0.0879, 0.079, 0.3562, 0.2341, 0.1441, 2.2244, 2.1324, 0.1363, 0, 0, 0, 0, 0, 0, 9.75037, 0.069728, 0, 0, 0, 0, 0, 0, 0, 3.2e-05, 0.082816, 0.082784, 3.2e-05, 0.340832, 0.097856, 0.10352, 0.130528, 0.077632, 0.003488, 0.147296, 0.407616, 0, 1.73981, 6.47997, 0.001568, 0.146144, 0.077024, 0.067744, 0.160928, 0.157952, 0.091264, 0.015616, 0.015584, 0.039936, 
135, 0, 0, 0, 0, 0.3061, 0.0978, 2.1564, 0.2446, 0, 0, 0, 0, 0, 0, 0, 0.0976, 0.3373, 0.1578, 0.098, 0.3524, 0.0925, 0.0989, 0.0868, 0.0835, 0.0835, 0.1678, 0.1412, 0, 0.0757, 0.1682, 0.0778, 0.0868, 0.0873, 0.0787, 0.3962, 0.2675, 0.1623, 1.5995, 1.4866, 0.1218, 0, 0, 0, 0, 0, 0, 9.70019, 0.074912, 0, 0, 0, 0, 0, 0, 0, 3.2e-05, 0.082624, 0.082528, 6.4e-05, 0.338816, 0.097632, 0.101408, 0.130624, 0.077568, 0.003488, 0.147648, 0.375296, 0, 1.71261, 6.48746, 0.001568, 0.144928, 0.077216, 0.067744, 0.161056, 0.157888, 0.091616, 0.016192, 0.01616, 0.039808, 
135, 0, 0, 0, 0, 0.2887, 0.1014, 2.0899, 0.1913, 0, 0, 0, 0, 0, 0, 0, 0.0811, 0.3284, 0.1543, 0.0966, 0.3675, 0.0974, 0.1019, 0.0911, 0.0801, 0.0787, 0.164, 0.1409, 0, 0.0776, 0.173, 0.0793, 0.0896, 0.0869, 0.0803, 0.3777, 0.2487, 0.1525, 1.8549, 1.7445, 0.1329, 0, 0, 0, 0, 0, 0, 9.69027, 0.072544, 0, 0, 0, 0, 0, 0, 0, 3.2e-05, 0.082592, 0.08256, 0, 0.339008, 0.096544, 0.102976, 0.130528, 0.078016, 0.003456, 0.146976, 0.37472, 0, 1.71568, 6.47526, 0.001536, 0.145728, 0.077088, 0.067744, 0.16048, 0.15744, 0.090976, 0.015584, 0.015584, 0.040672, 
135, 0, 0, 0, 0, 0.3207, 0.0977, 2.1848, 0.2024, 0, 0, 0, 0, 0, 0, 0, 0.0825, 0.3626, 0.1675, 0.1049, 0.3809, 0.1029, 0.1033, 0.0924, 0.0807, 0.08, 0.1757, 0.1476, 0, 0.0809, 0.1789, 0.0823, 0.0877, 0.0854, 0.0811, 0.3972, 0.2731, 0.1806, 1.8199, 1.7054, 0.1493, 0, 0, 0, 0, 0, 3.2e-05, 9.17795, 0.071232, 0, 0, 0, 0, 0, 0, 0, 3.2e-05, 0.083904, 0.082752, 3.2e-05, 0.337184, 0.095936, 0.101856, 0.130368, 0.077696, 0.003392, 0.148768, 0.374752, 0, 1.19395, 6.4889, 0.001504, 0.145088, 0.07616, 0.067232, 0.160928, 0.157952, 0.091776, 0.014944, 0.014944, 0.039776, 
140, 0, 0, 0, 0, 0.3268, 0.1093, 2.379, 0.2072, 0, 0, 0, 0, 0, 0, 0, 0.2161, 0.4134, 0.1784, 0.1459, 0.3853, 0.1066, 0.1064, 0.091, 0.082, 0.0808, 0.1642, 0.1414, 0, 0.0814, 0.1797, 0.0821, 0.0887, 0.0912, 0.0822, 0.3671, 0.2406, 0.1507, 2.0536, 1.9543, 0.1441, 0, 0, 0, 0, 0, 0, 9.7159, 0.070496, 0, 0, 0, 0, 0, 0, 0, 0, 0.083232, 0.0832, 3.2e-05, 0.340672, 0.097856, 0.103008, 0.130912, 0.077696, 0.003328, 0.147808, 0.40608, 0, 1.71181, 6.4751, 0.001536, 0.1464, 0.07712, 0.066528, 0.160352, 0.157344, 0.091008, 0.015904, 0.01584, 0.039744, 
140, 0, 0, 0, 0, 1.8796, 0.1076, 2.4428, 0.2081, 0, 0, 0, 0, 0, 0, 0, 0.0865, 0.3607, 0.1681, 0.1113, 0.3996, 0.1075, 0.1074, 0.0997, 0.0864, 0.0839, 0.1813, 0.1546, 0, 0.0867, 0.1918, 0.0887, 0.0935, 0.2135, 0.1283, 0.3682, 0.2445, 0.1525, 1.9393, 1.8284, 0.1652, 0, 0, 0, 0, 0, 3.2e-05, 9.66886, 0.071296, 0, 0, 0, 0, 0, 0, 0, 0, 0.082432, 0.082336, 0, 0.34096, 0.098048, 0.103104, 0.130624, 0.077536, 0.00352, 0.147488, 0.376032, 0, 1.71098, 6.45283, 0.001504, 0.145376, 0.077024, 0.067744, 0.161152, 0.15808, 0.091552, 0.015904, 0.015872, 0.039936, 
140, 0, 0, 0, 0, 0.3413, 0.1013, 2.4499, 0.2115, 0, 0, 0, 0, 0, 0, 0, 0.0928, 0.4772, 0.205, 0.1101, 0.3963, 0.106, 0.1092, 0.0971, 0.0879, 0.0882, 0.1826, 0.1502, 0, 0.0868, 0.2326, 0.1255, 0.1006, 0.0889, 0.0862, 0.3824, 0.2511, 0.1572, 1.7592, 1.6626, 0.1433, 0, 0, 0, 0, 0, 0, 9.53971, 0.072192, 0, 0, 0, 0, 0, 0, 0, 0, 0.083008, 0.082976, 3.2e-05, 0.338464, 0.096768, 0.10256, 0.130208, 0.07744, 0.003328, 0.147072, 0.374176, 0, 1.57568, 6.46899, 0.001536, 0.145472, 0.076896, 0.06736, 0.161344, 0.158304, 0.091744, 0.016032, 0.016032, 0.03968, 
140, 0, 0, 0, 0, 0.329, 0.1017, 2.3623, 0.2027, 0, 0, 0, 0, 0, 0, 0, 0.0899, 0.344, 0.1607, 0.0992, 0.3872, 0.1043, 0.1091, 0.096, 0.0881, 0.0958, 0.191, 0.1524, 0, 0.0883, 0.2278, 0.1261, 0.1089, 0.0934, 0.1133, 0.3786, 0.2494, 0.155, 1.9313, 1.8319, 0.1533, 0, 0, 0, 0, 0, 3.2e-05, 9.75066, 0.070848, 0, 0, 0, 0, 0, 0, 0, 0, 0.08208, 0.082048, 0, 0.337472, 0.096352, 0.101728, 0.1304, 0.07744, 0.003456, 0.148352, 0.406368, 0, 1.73488, 6.48966, 0.001536, 0.145792, 0.077024, 0.067776, 0.161152, 0.158176, 0.09184, 0.016064, 0.016032, 0.039648, 
140, 0, 0, 0, 0, 0.3207, 0.1048, 2.3886, 0.2247, 0, 0, 0, 0, 0, 0, 0, 0.1212, 0.3716, 0.1737, 0.105, 0.3951, 0.1056, 0.1125, 0.0952, 0.1095, 0.0895, 0.1965, 0.1513, 0, 0.0864, 0.1958, 0.0905, 0.0949, 0.0953, 0.0872, 0.3993, 0.2649, 0.1696, 1.7612, 1.6573, 0.1365, 0, 0, 0, 0, 0, 3.2e-05, 9.7025, 0.070816, 0, 0, 0, 0, 0, 0, 0, 0, 0.08288, 0.082784, 0, 0.34032, 0.097728, 0.103008, 0.130592, 0.077472, 0.003456, 0.1472, 0.37424, 0, 1.7359, 6.47059, 0.001536, 0.144992, 0.076992, 0.067648, 0.16128, 0.158208, 0.091616, 0.016224, 0.016224, 0.039744, 
145, 0, 0, 0, 0, 0.351, 0.1102, 2.5507, 0.2097, 0, 0, 0, 0, 0, 0, 0, 0.1074, 0.3627, 0.1686, 0.1138, 0.5089, 0.1792, 0.1096, 0.1337, 0.1606, 0.1082, 0.2006, 0.1587, 0, 0.089, 0.1955, 0.0869, 0.0939, 0.0922, 0.0916, 0.3626, 0.2454, 0.1537, 1.8192, 1.7224, 0.1678, 0, 0, 0, 0, 0, 0, 10.3139, 0.073408, 0, 0, 0, 0, 0, 0, 0, 3.2e-05, 0.1048, 0.104704, 0, 0.339168, 0.097504, 0.102304, 0.130272, 0.077664, 0.003456, 0.147232, 0.375456, 0, 1.71453, 7.07034, 0.001632, 0.145664, 0.077408, 0.067968, 0.16048, 0.15744, 0.091264, 0.016128, 0.016128, 0.039648, 
145, 0, 0, 0, 0, 1.9884, 0.1174, 2.3967, 0.2379, 0, 0, 0, 0, 0, 0, 0, 0.0966, 0.3644, 0.1695, 0.1108, 0.4183, 0.1058, 0.1121, 0.1144, 0.0904, 0.0908, 0.1834, 0.1547, 0, 0.0875, 0.198, 0.091, 0.1091, 0.0955, 0.0878, 0.3671, 0.2519, 0.1623, 1.7049, 1.601, 0.1487, 0, 0, 0, 0, 0, 0, 10.2937, 0.0704, 0, 0, 0, 0, 0, 0, 0, 3.2e-05, 0.082784, 0.08272, 0, 0.360608, 0.096608, 0.124384, 0.130656, 0.077504, 0.003488, 0.147904, 0.374624, 0, 1.71098, 7.06378, 0.001504, 0.14608, 0.077152, 0.067168, 0.160256, 0.15728, 0.091104, 0.015936, 0.015872, 0.039616, 
145, 0, 0, 0, 0, 0.3428, 0.1047, 2.6099, 0.2234, 0, 0, 0, 0, 0, 0, 0, 0.0967, 0.5419, 0.3233, 0.1282, 0.4288, 0.1197, 0.1182, 0.1035, 0.0906, 0.095, 0.2206, 0.1589, 0, 0.0865, 0.1986, 0.089, 0.0975, 0.0973, 0.0907, 0.4201, 0.276, 0.1803, 1.8647, 1.756, 0.1589, 0, 0, 0, 0, 0, 0, 9.69216, 0.073856, 0, 0, 0, 0, 0, 0, 0, 0, 0.082496, 0.082432, 0, 0.360736, 0.096736, 0.101632, 0.131072, 0.077504, 0.003488, 0.147616, 0.374848, 0, 1.71494, 6.45706, 0.001504, 0.1448, 0.077024, 0.068224, 0.697632, 0.6944, 0.091392, 0.016032, 0.016032, 0.043296, 
145, 0, 0, 0, 0, 0.3858, 0.1149, 2.4291, 0.2418, 0, 0, 0, 0, 0, 0, 0, 0.0975, 0.3961, 0.1821, 0.1184, 0.4212, 0.1165, 0.1137, 0.1007, 0.0866, 0.0878, 0.1818, 0.1606, 0, 0.0915, 0.201, 0.0908, 0.0942, 0.0938, 0.0881, 0.3953, 0.2596, 0.1651, 2.1833, 2.0693, 0.1533, 0, 0, 0, 0, 0, 0, 10.1729, 0.070336, 0, 0, 0, 0, 0, 0, 0, 0, 0.08032, 0.080224, 0, 0.340992, 0.097536, 0.102624, 0.131712, 0.077568, 0.003328, 0.147264, 0.374816, 0, 1.72371, 6.95245, 0.000576, 0.147136, 0.077216, 0.068, 0.160224, 0.157216, 0.091168, 0.01568, 0.01568, 0.042464, 
145, 0, 0, 0, 0, 0.328, 0.105, 2.2819, 0.2131, 0, 0, 0, 0, 0, 0, 0, 0.0944, 0.3586, 0.1702, 0.1088, 0.3975, 0.1056, 0.1099, 0.0971, 0.0839, 0.0877, 0.1839, 0.1526, 0, 0.0872, 0.1888, 0.0883, 0.0933, 0.0912, 0.0847, 0.3853, 0.2529, 0.1598, 1.6847, 1.5839, 0.1333, 0, 0, 0, 0, 0, 0, 10.2248, 0.07232, 0, 0, 0, 0, 0, 0, 0, 0, 0.082784, 0.08272, 3.2e-05, 0.338432, 0.09792, 0.101408, 0.130112, 0.077408, 0.003296, 0.147584, 0.406368, 0, 1.74288, 6.95302, 0.001536, 0.145632, 0.077152, 0.06768, 0.160576, 0.157504, 0.091392, 0.016, 0.016, 0.0384, 
150, 0, 0, 0, 0, 0.359, 0.0975, 2.4371, 0.2073, 0, 0, 0, 0, 0, 0, 0, 0.0981, 0.4863, 0.1673, 0.2324, 0.4334, 0.1173, 0.1136, 0.0999, 0.0865, 0.0874, 0.1791, 0.1478, 0, 0.0863, 0.1895, 0.0875, 0.089, 0.0909, 0.0855, 0.5644, 0.3878, 0.24, 2.6012, 2.4467, 0.2205, 0, 0, 0, 0, 0, 0, 9.69907, 0.071232, 0, 0, 0, 0, 0, 0, 0, 0, 0.082656, 0.082592, 3.2e-05, 0.338464, 0.09632, 0.1016, 0.131456, 0.077312, 0.003488, 0.14624, 0.375712, 0, 1.74083, 6.46323, 0.000544, 0.145248, 0.077152, 0.067744, 0.160448, 0.157472, 0.091136, 0.016, 0.015968, 0.040672, 
