Frame, Build Acceleratoin Structures_CPU, Build Acceleration Structures_CPU, Build Acceleratoin Structures_CPU, Build Acceleration Structures_CPU, Update State_CPU, Scene Update_CPU, Scene Render_CPU, Particle Update_CPU, Disaptch Surfel Fill Acceleration Structures_CPU, Surfel Fill Acceleration Structures : SURFEL COUNT_CPU, Surfel Copy Grid To Input Buffer_CPU, Surfel Fill Acceleration Structures : SURFEL PREFIX SUM : REDUCE_CPU, Surfel Fill Acceleration Structures : SURFEL PREFIX SUM : SCAN_CPU, Surfel Fill Acceleration Structures : SURFEL PREFIX SUM : PROPAGATE INCLUSIVE_CPU, Surfel Fill Acceleration Structures : SURFEL INSERTION_CPU, RenderLightShadows_CPU, Z PrePass_CPU, Opaque_CPU, Cutout_CPU, Generate SSAO_CPU, Decompress and downsample_CPU, Analyze depth volumes_CPU, Blur and upsample_CPU, FillLightGrid_CPU, Main Render_CPU, Render Shadow Map_CPU, Render Color_CPU, Surfel Density Debug Overlay_CPU, Downsampling Depth_CPU, Render HBIL Tri_CPU, Render HBIL_CPU, Surfel Application Compute Shader_CPU, Apply Diffuse Lighting_CPU, Generate Camera Velocity_CPU, Post Effects_CPU, SDR Processing_CPU, Generate Bloom_CPU, Render UI_CPU, UI Block_CPU, Present_CPU, Build Acceleratoin Structures_GPU, Build Acceleration Structures_GPU, Build Acceleratoin Structures_GPU, Build Acceleration Structures_GPU, Update State_GPU, Scene Update_GPU, Scene Render_GPU, Particle Update_GPU, Disaptch Surfel Fill Acceleration Structures_GPU, Surfel Fill Acceleration Structures : SURFEL COUNT_GPU, Surfel Copy Grid To Input Buffer_GPU, Surfel Fill Acceleration Structures : SURFEL PREFIX SUM : REDUCE_GPU, Surfel Fill Acceleration Structures : SURFEL PREFIX SUM : SCAN_GPU, Surfel Fill Acceleration Structures : SURFEL PREFIX SUM : PROPAGATE INCLUSIVE_GPU, Surfel Fill Acceleration Structures : SURFEL INSERTION_GPU, RenderLightShadows_GPU, Z PrePass_GPU, Opaque_GPU, Cutout_GPU, Generate SSAO_GPU, Decompress and downsample_GPU, Analyze depth volumes_GPU, Blur and upsample_GPU, FillLightGrid_GPU, Main Render_GPU, Render Shadow Map_GPU, Render Color_GPU, Surfel Density Debug Overlay_GPU, Downsampling Depth_GPU, Render HBIL Tri_GPU, Render HBIL_GPU, Surfel Application Compute Shader_GPU, Apply Diffuse Lighting_GPU, Generate Camera Velocity_GPU, Post Effects_GPU, SDR Processing_GPU, Generate Bloom_GPU, Render UI_GPU, UI Block_GPU, Present_GPU, 
55, 0, 0, 0, 0, 0.278, 0.0884, 2.3954, 0.2029, 0, 0, 0, 0, 0, 0, 0, 0.0802, 0.3267, 0.1507, 0.1013, 0.3994, 0.096, 0.1005, 0.1244, 0.0999, 0.0849, 0.1816, 0.1888, 0, 0.0836, 0.1917, 0.0881, 0.0887, 0.0865, 0.0939, 0.3803, 0.2552, 0.156, 1.9098, 1.8105, 0.152, 0, 0, 0, 0, 0, 0, 9.91421, 0.070432, 0, 0, 0, 0, 0, 0, 0, 3.2e-05, 0.107296, 0.101728, 0.005536, 0.896928, 0.097088, 0.103776, 0.686912, 0.077632, 0.003392, 0.147488, 0.347424, 0, 1.1937, 6.668, 0.000544, 0.146624, 0.077696, 0.067712, 0.160288, 0.157152, 0.09072, 0.015776, 0.015776, 0.03968, 
55, 0, 0, 0, 0, 0.4079, 0.119, 2.6903, 0.2419, 0, 0, 0, 0, 0, 0, 0, 0.145, 0.584, 0.1902, 0.2773, 0.4505, 0.1173, 0.1436, 0.0988, 0.0843, 0.0854, 0.1849, 0.1547, 0, 0.0845, 0.2229, 0.1156, 0.0981, 0.091, 0.0888, 0.4058, 0.2628, 0.1627, 1.8149, 1.7194, 0.1546, 0, 0, 0, 0, 0, 0, 10.2752, 0.070656, 0, 0, 0, 0, 0, 0, 0, 0, 0.107072, 0.101504, 0.005568, 0.855328, 0.095808, 0.102176, 0.64832, 0.077824, 0.003456, 0.148576, 0.347616, 0, 1.6144, 6.64954, 0.000544, 0.146464, 0.07712, 0.067552, 0.161088, 0.158048, 0.091456, 0.01584, 0.015808, 0.039616, 
60, 0, 0, 0, 0, 0.317, 0.1004, 2.3232, 0.2295, 0, 0, 0, 0, 0, 0, 0, 0.0991, 0.3648, 0.1719, 0.1055, 0.4155, 0.1248, 0.1079, 0.0996, 0.0855, 0.0862, 0.1765, 0.1493, 0, 0.0861, 0.1881, 0.0865, 0.0958, 0.0894, 0.0851, 0.3574, 0.243, 0.1524, 2.2734, 2.1727, 0.1658, 0, 0, 0, 0, 0, 3.2e-05, 9.87059, 0.07056, 0, 0, 0, 0, 0, 0, 0, 3.2e-05, 0.108224, 0.102592, 0.005568, 0.340128, 0.097024, 0.102528, 0.131488, 0.077664, 0.00336, 0.147072, 0.348, 0, 1.73891, 6.63571, 0.000544, 0.146368, 0.07712, 0.067456, 0.160384, 0.157376, 0.090944, 0.015616, 0.015616, 0.039712, 
60, 0, 0, 0, 0, 1.9847, 0.132, 2.6984, 0.2281, 0, 0, 0, 0, 0, 0, 0, 0.0966, 0.3711, 0.1754, 0.1109, 0.5334, 0.1084, 0.204, 0.1279, 0.0956, 0.0922, 0.1955, 0.1588, 0, 0.0886, 0.1922, 0.0877, 0.1187, 0.1802, 0.1287, 0.3852, 0.239, 0.1476, 1.6667, 1.5647, 0.1793, 0, 0, 0, 0, 0, 3.2e-05, 9.36074, 0.071904, 0, 0, 0, 0, 0, 0, 0, 3.2e-05, 0.108384, 0.102432, 0.005856, 0.340128, 0.097408, 0.1016, 0.132096, 0.077408, 0.003424, 0.148992, 0.347136, 0, 1.19427, 6.66298, 0.000512, 0.146304, 0.077376, 0.067392, 0.160896, 0.157888, 0.091456, 0.015616, 0.015584, 0.039584, 
60, 0, 0, 0, 0, 0.3425, 0.1102, 2.9111, 0.2728, 0, 0, 0, 0, 0, 0, 0, 0.1187, 0.3789, 0.1783, 0.1116, 0.6043, 0.2436, 0.1612, 0.1033, 0.1152, 0.091, 0.1862, 0.1773, 0, 0.084, 0.1963, 0.0889, 0.1189, 0.0998, 0.2037, 0.3834, 0.2537, 0.1583, 2.0495, 1.942, 0.1572, 0, 0, 0, 0, 0, 0, 10.3782, 0.070752, 0, 0, 0, 0, 0, 0, 0, 0, 0.108832, 0.10288, 0.00592, 0.889312, 0.096256, 0.102176, 0.681952, 0.077696, 0.003328, 0.1488, 0.347424, 0, 1.65082, 6.67984, 0.000576, 0.146016, 0.077088, 0.067904, 0.160288, 0.157248, 0.09104, 0.015648, 0.015648, 0.039872, 
60, 0, 0, 0, 0, 0.3943, 0.1133, 2.9728, 0.2133, 0, 0, 0, 0, 0, 0, 0, 0.1437, 0.5128, 0.2308, 0.1674, 0.5149, 0.1584, 0.1581, 0.1001, 0.089, 0.0864, 0.1914, 0.2679, 0, 0.1681, 0.2735, 0.112, 0.1067, 0.1033, 0.0982, 0.6039, 0.4143, 0.2596, 2.736, 2.5655, 0.2505, 0, 0, 0, 0, 0, 0, 9.8895, 0.07152, 0, 0, 0, 0, 0, 0, 0, 3.2e-05, 0.105056, 0.099264, 0.005728, 0.898656, 0.097024, 0.10256, 0.68992, 0.077504, 0.00336, 0.14768, 0.347424, 0, 1.19466, 6.64195, 0.001536, 0.146464, 0.077184, 0.067808, 0.160608, 0.1576, 0.09168, 0.015744, 0.015744, 0.039744, 
60, 0, 0, 0, 0, 0.476, 0.2147, 2.6322, 0.2247, 0, 0, 0, 0, 0, 0, 0, 0.0986, 0.4682, 0.2033, 0.1385, 0.4337, 0.1213, 0.1157, 0.1051, 0.0922, 0.0914, 0.2728, 0.1804, 0, 0.0943, 0.2025, 0.0906, 0.0923, 0.0909, 0.0872, 0.3781, 0.2494, 0.1558, 1.8221, 1.6856, 0.163, 0, 0, 0, 0, 0, 3.2e-05, 9.35178, 0.071776, 0, 0, 0, 0, 0, 0, 0, 0, 0.100896, 0.095264, 0.005536, 0.338112, 0.0968, 0.101728, 0.130496, 0.077728, 0.003296, 0.147136, 0.347808, 0, 1.19414, 6.66816, 0.001536, 0.146688, 0.077408, 0.067968, 0.160672, 0.157664, 0.09136, 0.01568, 0.01568, 0.039872, 
65, 0, 0, 0, 0, 0.3432, 0.1078, 2.5687, 0.2149, 0, 0, 0, 0, 0, 0, 0, 0.0958, 0.3624, 0.1711, 0.109, 0.3972, 0.1087, 0.1088, 0.0949, 0.0859, 0.0857, 0.1816, 0.1531, 0, 0.085, 0.3213, 0.199, 0.1214, 0.1288, 0.1411, 0.444, 0.2836, 0.1594, 2.437, 2.2822, 0.1688, 0, 0, 0, 0, 0, 3.2e-05, 9.7865, 0.071936, 0, 0, 0, 0, 0, 0, 0, 3.2e-05, 0.107392, 0.101664, 0.005728, 0.74512, 0.096608, 0.1016, 0.537888, 0.077504, 0.003456, 0.148064, 0.348352, 0, 1.19485, 6.68829, 0.000576, 0.146624, 0.077248, 0.067584, 0.1608, 0.157792, 0.09136, 0.015712, 0.01568, 0.039648, 
65, 0, 0, 0, 0, 2.5121, 0.1468, 2.634, 0.2266, 0, 0, 0, 0, 0, 0, 0, 0.0949, 0.4973, 0.1818, 0.2261, 0.4317, 0.1186, 0.1129, 0.0997, 0.087, 0.0889, 0.1836, 0.149, 0, 0.1485, 0.2515, 0.0985, 0.0968, 0.0911, 0.0879, 0.4938, 0.3648, 0.218, 1.8245, 1.7112, 0.1625, 0, 0, 0, 0, 0, 0, 10.2108, 0.070624, 0, 0, 0, 0, 0, 0, 0, 0, 0.108608, 0.102816, 0.005728, 1.18902, 0.096128, 0.106176, 0.974688, 0.078976, 0.004032, 0.148448, 0.352064, 0, 1.19514, 6.6576, 0.001664, 0.148352, 0.077664, 0.068512, 0.162016, 0.15904, 0.092096, 0.018016, 0.018016, 0.040352, 
65, 0, 0, 0, 0, 0.3881, 0.116, 2.5464, 0.2423, 0, 0, 0, 0, 0, 0, 0, 0.0927, 0.3683, 0.1744, 0.1088, 0.4326, 0.1233, 0.1178, 0.102, 0.0891, 0.0929, 0.2019, 0.1669, 0, 0.0981, 0.2157, 0.0956, 0.103, 0.108, 0.0987, 0.4058, 0.2584, 0.163, 1.9121, 1.7826, 0.1576, 0, 0, 0, 0, 0, 3.2e-05, 9.95379, 0.077504, 0, 0, 0, 0, 0, 0, 0, 3.2e-05, 0.106784, 0.101184, 0.005568, 0.891584, 0.097344, 0.102304, 0.682912, 0.0776, 0.00336, 0.148576, 0.347392, 0, 1.19475, 6.70278, 0.001536, 0.146816, 0.077824, 0.067936, 0.16288, 0.15984, 0.093728, 0.017024, 0.017024, 0.040256, 
65, 0, 0, 0, 0, 0.3482, 0.1079, 2.3763, 0.2339, 0, 0, 0, 0, 0, 0, 0, 0.096, 0.3679, 0.1739, 0.1071, 0.417, 0.1128, 0.114, 0.1037, 0.0916, 0.0905, 0.1861, 0.154, 0, 0.0893, 0.1968, 0.0915, 0.095, 0.0948, 0.086, 0.4589, 0.3238, 0.2204, 1.7858, 1.6569, 0.1623, 0, 0, 0, 0, 0, 0, 9.88992, 0.0696, 0, 0, 0, 0, 0, 0, 0, 0, 0.108672, 0.102944, 0.005696, 0.899648, 0.09728, 0.101888, 0.69136, 0.077632, 0.00336, 0.147456, 0.347168, 0, 1.19478, 6.64006, 0.000544, 0.145952, 0.07776, 0.067232, 0.160608, 0.157568, 0.0912, 0.015904, 0.015904, 0.03984, 
65, 0, 0, 0, 0, 0.358, 0.1082, 2.3294, 0.2149, 0, 0, 0, 0, 0, 0, 0, 0.0913, 0.3706, 0.1785, 0.1072, 0.3961, 0.1059, 0.1106, 0.097, 0.0852, 0.0874, 0.1883, 0.1615, 0, 0.0861, 0.1923, 0.0889, 0.0951, 0.0969, 0.0899, 0.3687, 0.2464, 0.1581, 2.4113, 2.3171, 0.1487, 0, 0, 0, 0, 0, 0, 9.936, 0.071648, 0, 0, 0, 0, 0, 0, 0, 0, 0.109472, 0.103552, 0.005888, 0.89552, 0.098176, 0.101888, 0.686432, 0.077472, 0.003328, 0.147968, 0.346368, 0, 1.19347, 6.68864, 0.000544, 0.146176, 0.077312, 0.067936, 0.161216, 0.158208, 0.091712, 0.01568, 0.01568, 0.039712, 
70, 0, 0, 0, 0, 0.4289, 0.1296, 2.2733, 0.2107, 0, 0, 0, 0, 0, 0, 0, 0.0876, 0.3643, 0.1747, 0.1075, 0.3949, 0.1059, 0.1077, 0.097, 0.0835, 0.0893, 0.1777, 0.15, 0, 0.0848, 0.1896, 0.089, 0.0938, 0.0916, 0.0872, 0.3854, 0.2538, 0.156, 1.7492, 1.6525, 0.1435, 0, 0, 0, 0, 0, 0, 9.35082, 0.072448, 0, 0, 0, 0, 0, 0, 0, 0, 0.10816, 0.102176, 0.005888, 0.338848, 0.096672, 0.102496, 0.130592, 0.07744, 0.00336, 0.149024, 0.347776, 0, 1.19338, 6.65962, 0.000544, 0.146304, 0.077152, 0.067392, 0.160224, 0.157248, 0.091104, 0.015584, 0.01552, 0.039648, 
70, 0, 0, 0, 0, 1.9254, 0.1141, 2.5423, 0.2146, 0, 0, 0, 0, 0, 0, 0, 0.0904, 0.3943, 0.1882, 0.1208, 0.4122, 0.1118, 0.1137, 0.0987, 0.0905, 0.0864, 0.1923, 0.2868, 0, 0.1109, 0.2022, 0.09, 0.0967, 0.0953, 0.0896, 0.3535, 0.2398, 0.1514, 2.0332, 1.9363, 0.161, 0, 0, 0, 0, 0, 0, 9.89629, 0.070816, 0, 0, 0, 0, 0, 0, 0, 0, 0.108608, 0.102656, 0.005888, 0.895744, 0.096448, 0.102208, 0.688, 0.077344, 0.00336, 0.14768, 0.347936, 0, 1.19414, 6.65059, 0.000544, 0.14592, 0.077024, 0.067296, 0.160832, 0.157856, 0.09152, 0.015936, 0.015904, 0.039808, 
70, 0, 0, 0, 0, 0.3982, 0.1531, 2.6706, 0.2227, 0, 0, 0, 0, 0, 0, 0, 0.0975, 0.3677, 0.175, 0.1077, 0.509, 0.1086, 0.1906, 0.119, 0.0936, 0.0909, 0.1893, 0.1531, 0, 0.0847, 0.3149, 0.1976, 0.1455, 0.107, 0.0921, 0.4063, 0.2613, 0.1607, 1.7212, 1.6214, 0.1398, 0, 0, 0, 0, 0, 0, 10.1625, 0.07056, 0, 0, 0, 0, 0, 0, 0, 3.2e-05, 0.108288, 0.102624, 0.005664, 0.894752, 0.097888, 0.102752, 0.684992, 0.077792, 0.00336, 0.148832, 0.347392, 0, 1.19491, 6.9161, 0.000512, 0.145888, 0.077376, 0.06736, 0.159936, 0.156928, 0.09088, 0.015744, 0.015712, 0.039808, 
70, 0, 0, 0, 0, 0.3293, 0.1061, 2.4946, 0.2124, 0, 0, 0, 0, 0, 0, 0, 0.118, 0.3693, 0.1752, 0.1063, 0.3957, 0.1054, 0.1104, 0.0987, 0.0876, 0.1059, 0.1831, 0.153, 0, 0.0856, 0.194, 0.0891, 0.0947, 0.1906, 0.1289, 0.3693, 0.2438, 0.1526, 1.826, 1.7156, 0.1342, 0, 0, 0, 0, 0, 0, 10.1424, 0.074144, 0, 0, 0, 0, 0, 0, 0, 0, 0.11024, 0.10464, 0.005568, 1.08432, 0.097856, 0.841632, 0.135648, 0.077632, 0.00336, 0.148352, 0.347168, 0, 1.19334, 6.70141, 0.000608, 0.146016, 0.077152, 0.067808, 0.161024, 0.158016, 0.091456, 0.015776, 0.015712, 0.039712, 
70, 0, 0, 0, 0, 0.4053, 0.1124, 2.6153, 0.2138, 0, 0, 0, 0, 0, 0, 0, 0.0861, 0.538, 0.3293, 0.1215, 0.4176, 0.1152, 0.1114, 0.1043, 0.0955, 0.0912, 0.1824, 0.1517, 0, 0.0866, 0.1918, 0.0875, 0.0927, 0.1647, 0.1208, 0.3556, 0.2355, 0.1483, 2.4994, 2.4081, 0.1359, 0, 0, 0, 0, 0, 0, 9.9281, 0.072192, 0, 0, 0, 0, 0, 0, 0, 0, 0.108128, 0.102496, 0.005568, 0.340992, 0.0968, 0.102976, 0.132128, 0.077952, 0.00352, 0.147328, 0.348032, 0, 1.73744, 6.69203, 0.000672, 0.146176, 0.077088, 0.06784, 0.160064, 0.157024, 0.09072, 0.01584, 0.01584, 0.040032, 
75, 0, 0, 0, 0, 0.3198, 0.1048, 2.7957, 0.2051, 0, 0, 0, 0, 0, 0, 0, 0.0914, 0.3542, 0.1651, 0.108, 0.4695, 0.1037, 0.1072, 0.1695, 0.1562, 0.2031, 0.3778, 0.1879, 0, 0.0921, 0.1889, 0.0905, 0.0944, 0.096, 0.0894, 0.5085, 0.3807, 0.1887, 2.4769, 2.3799, 0.205, 0, 0, 0, 0, 0, 3.2e-05, 9.93494, 0.070496, 0, 0, 0, 0, 0, 0, 0, 0, 0.108768, 0.103296, 0.005472, 0.339776, 0.096672, 0.1024, 0.13152, 0.078112, 0.003488, 0.148032, 0.347296, 0, 1.7399, 6.69619, 0.000544, 0.146336, 0.077376, 0.067808, 0.161088, 0.158048, 0.091712, 0.015584, 0.015552, 0.039712, 
75, 0, 0, 0, 0, 2.1739, 0.1262, 2.2935, 0.2147, 0, 0, 0, 0, 0, 0, 0, 0.0849, 0.3708, 0.1736, 0.1031, 0.3983, 0.1074, 0.1098, 0.0975, 0.0833, 0.0876, 0.1885, 0.1525, 0, 0.0884, 0.1835, 0.0838, 0.094, 0.0882, 0.0863, 0.4659, 0.3169, 0.1765, 1.7886, 1.6837, 0.1322, 0, 0, 0, 0, 0, 3.2e-05, 9.95955, 0.071488, 0, 0, 0, 0, 0, 0, 0, 0, 0.109216, 0.103488, 0.005696, 0.910592, 0.0976, 0.103008, 0.68784, 0.077696, 0.00336, 0.1488, 0.34752, 0, 1.19443, 6.69597, 0.000544, 0.146112, 0.077184, 0.067328, 0.160416, 0.157376, 0.090912, 0.015776, 0.015776, 0.039648, 
75, 0, 0, 0, 0, 0.307, 0.0954, 2.6766, 0.2241, 0, 0, 0, 0, 0, 0, 0, 0.096, 0.3787, 0.1806, 0.112, 0.3996, 0.1072, 0.1127, 0.0963, 0.0849, 0.0868, 0.1871, 0.1536, 0, 0.0873, 0.2949, 0.1758, 0.1032, 0.1488, 0.0991, 0.3608, 0.2426, 0.1515, 1.6428, 1.5481, 0.1343, 0, 0, 0, 0, 0, 0, 10.1664, 0.072928, 0, 0, 0, 0, 0, 0, 0, 0, 0.10864, 0.102784, 0.005824, 1.16714, 0.92656, 0.1016, 0.130368, 0.077632, 0.003392, 0.148, 0.347968, 0, 1.1945, 6.64051, 0.000544, 0.145728, 0.077376, 0.067584, 0.161472, 0.158464, 0.091616, 0.015904, 0.015872, 0.039776, 
75, 0, 0, 0, 0, 0.3001, 0.0946, 2.4424, 0.2028, 0, 0, 0, 0, 0, 0, 0, 0.1588, 0.3935, 0.1985, 0.1111, 0.3995, 0.1103, 0.1093, 0.0931, 0.0888, 0.0847, 0.2616, 0.1484, 0, 0.0869, 0.193, 0.0886, 0.0904, 0.0877, 0.0825, 0.3565, 0.2337, 0.1435, 1.7333, 1.639, 0.1369, 0, 0, 0, 0, 0, 3.2e-05, 9.93882, 0.070688, 0, 0, 0, 0, 0, 0, 0, 0, 0.10176, 0.095936, 0.005792, 0.899168, 0.09616, 0.102272, 0.691744, 0.0776, 0.003328, 0.147776, 0.34768, 0, 1.19392, 6.69629, 0.001568, 0.146272, 0.077088, 0.067296, 0.16, 0.156992, 0.09072, 0.01568, 0.015648, 0.039648, 
75, 0, 0, 0, 0, 0.3275, 0.1021, 2.2866, 0.2113, 0, 0, 0, 0, 0, 0, 0, 0.0902, 0.3671, 0.178, 0.1057, 0.3969, 0.1059, 0.1089, 0.0988, 0.084, 0.0868, 0.1838, 0.1493, 0, 0.0867, 0.1907, 0.0874, 0.0943, 0.0907, 0.0862, 0.379, 0.2488, 0.1536, 1.6696, 1.5644, 0.13, 0, 0, 0, 0, 0, 0, 9.35376, 0.071456, 0, 0, 0, 0, 0, 0, 0, 3.2e-05, 0.102208, 0.096448, 0.00576, 0.34512, 0.095808, 0.102528, 0.13776, 0.078304, 0.003456, 0.148288, 0.34848, 0, 1.1952, 6.65994, 0.000544, 0.14608, 0.077152, 0.068064, 0.161344, 0.158208, 0.091744, 0.01584, 0.015776, 0.03984, 
80, 0, 0, 0, 0, 0.3523, 0.1055, 2.6498, 0.4093, 0, 0, 0, 0, 0, 0, 0, 0.1009, 0.3631, 0.1691, 0.1061, 0.3931, 0.1061, 0.1069, 0.0939, 0.0884, 0.088, 0.1786, 0.1468, 0, 0.0859, 0.1883, 0.087, 0.0902, 0.0959, 0.0886, 0.3868, 0.2543, 0.1566, 2.3767, 2.28, 0.1316, 0, 0, 0, 0, 0, 0, 10.2371, 0.070944, 0, 0, 0, 0, 0, 0, 0, 0, 0.10784, 0.102272, 0.005536, 1.16749, 0.097376, 0.102976, 0.956768, 0.0792, 0.004096, 0.147168, 0.352224, 0, 1.1937, 6.70624, 0.001504, 0.148672, 0.078144, 0.068832, 0.162016, 0.158976, 0.092352, 0.018432, 0.0184, 0.040384, 
80, 0, 0, 0, 0, 1.7388, 0.1146, 2.1549, 0.1936, 0, 0, 0, 0, 0, 0, 0, 0.0838, 0.3477, 0.1662, 0.1052, 0.3893, 0.1021, 0.1075, 0.0991, 0.0853, 0.0773, 0.1685, 0.1415, 0, 0.0776, 0.172, 0.0803, 0.0861, 0.0845, 0.0806, 0.3335, 0.2282, 0.1431, 1.6817, 1.5803, 0.1421, 0, 0, 0, 0, 0, 0, 10.3934, 0.076032, 0, 0, 0, 0, 0, 0, 0, 0, 0.110336, 0.104672, 0.0056, 0.770112, 0.097856, 0.523264, 0.13136, 0.077984, 0.003328, 0.148, 0.346624, 0, 1.75094, 6.70531, 0.001568, 0.146304, 0.077728, 0.068192, 0.162176, 0.1592, 0.092704, 0.017344, 0.017312, 0.040384, 
80, 0, 0, 0, 0, 0.2836, 0.0927, 2.1053, 0.1863, 0, 0, 0, 0, 0, 0, 0, 0.076, 0.3122, 0.1426, 0.0996, 0.4062, 0.0926, 0.1367, 0.0966, 0.0813, 0.0804, 0.1666, 0.1415, 0, 0.0819, 0.1756, 0.0811, 0.0815, 0.0839, 0.0816, 0.3695, 0.2441, 0.1519, 2.4435, 2.2998, 0.1336, 0, 0, 0, 0, 0, 0, 9.95546, 0.0712, 0, 0, 0, 0, 0, 0, 0, 0, 0.109184, 0.103616, 0.005504, 0.894496, 0.09616, 0.103232, 0.6856, 0.07776, 0.003328, 0.148736, 0.347712, 0, 1.19344, 6.70669, 0.000576, 0.146688, 0.077088, 0.068256, 0.160704, 0.157728, 0.091136, 0.015648, 0.015648, 0.039872, 
80, 0, 0, 0, 0, 0.2958, 0.0915, 2.1294, 0.1964, 0, 0, 0, 0, 0, 0, 0, 0.0819, 0.3336, 0.1558, 0.1023, 0.3786, 0.1004, 0.1047, 0.093, 0.0814, 0.0823, 0.1697, 0.1442, 0, 0.0795, 0.1808, 0.0843, 0.086, 0.082, 0.0801, 0.4753, 0.2966, 0.1878, 1.7898, 1.6617, 0.1365, 0, 0, 0, 0, 0, 3.2e-05, 9.94064, 0.071264, 0, 0, 0, 0, 0, 0, 0, 0, 0.109408, 0.103616, 0.00576, 0.896128, 0.096384, 0.102048, 0.688704, 0.077568, 0.00336, 0.14896, 0.347392, 0, 1.19334, 6.69171, 0.000512, 0.145824, 0.077184, 0.06736, 0.161088, 0.15808, 0.091616, 0.01568, 0.01568, 0.039648, 
80, 0, 0, 0, 0, 0.2777, 0.0895, 2.2459, 0.2202, 0, 0, 0, 0, 0, 0, 0, 0.0832, 0.3783, 0.1964, 0.1046, 0.428, 0.1097, 0.0995, 0.1081, 0.0772, 0.0817, 0.1687, 0.1544, 0, 0.0823, 0.1741, 0.0824, 0.0831, 0.0824, 0.0776, 0.4074, 0.2792, 0.1846, 2.3386, 2.2419, 0.1337, 0, 0, 0, 0, 0, 0, 9.93654, 0.070944, 0, 0, 0, 0, 0, 0, 0, 0, 0.107904, 0.102176, 0.005696, 0.894112, 0.097152, 0.102208, 0.685728, 0.077696, 0.003328, 0.147776, 0.3472, 0, 1.19437, 6.69232, 0.000512, 0.146272, 0.077056, 0.067904, 0.160384, 0.157376, 0.0912, 0.015584, 0.015584, 0.039712, 
85, 0, 0, 0, 0, 0.2849, 0.0941, 2.1173, 0.2339, 0, 0, 0, 0, 0, 0, 0, 0.086, 0.3276, 0.155, 0.0976, 0.3661, 0.1002, 0.1007, 0.086, 0.08, 0.0757, 0.1647, 0.14, 0, 0.0758, 0.1679, 0.0786, 0.0833, 0.0852, 0.0807, 0.4296, 0.3001, 0.2017, 2.4361, 2.3091, 0.2176, 0, 0, 0, 0, 0, 0, 9.95942, 0.070528, 0, 0, 0, 0, 0, 0, 0, 0, 0.109152, 0.103232, 0.005856, 0.908192, 0.097824, 0.671008, 0.1304, 0.077472, 0.003328, 0.148224, 0.34768, 0, 1.19318, 6.70064, 0.000544, 0.146272, 0.077344, 0.067232, 0.1616, 0.15856, 0.092, 0.01568, 0.015648, 0.039872, 
85, 0, 0, 0, 0, 2.1829, 0.1294, 2.6899, 0.2124, 0, 0, 0, 0, 0, 0, 0, 0.0916, 0.5135, 0.2849, 0.1357, 0.4296, 0.1206, 0.1169, 0.0998, 0.0877, 0.1428, 0.2385, 0.1619, 0, 0.0918, 0.1923, 0.0857, 0.0986, 0.1336, 0.0963, 0.3734, 0.2489, 0.1553, 1.7394, 1.5798, 0.1911, 0, 0, 0, 0, 0, 0, 9.92746, 0.06992, 0, 0, 0, 0, 0, 0, 0, 3.2e-05, 0.109312, 0.103232, 0.006048, 0.892416, 0.104, 0.103776, 0.675616, 0.0776, 0.003392, 0.147776, 0.348544, 0, 1.19402, 6.68061, 0.000544, 0.145696, 0.07776, 0.067264, 0.160544, 0.157376, 0.090784, 0.015936, 0.015936, 0.039808, 
85, 0, 0, 0, 0, 0.5007, 0.1251, 2.7058, 0.2713, 0, 0, 0, 0, 0, 0, 0, 0.0914, 0.3857, 0.1839, 0.1168, 0.4406, 0.1164, 0.1206, 0.1104, 0.0949, 0.0898, 0.1991, 0.1595, 0, 0.0904, 0.3207, 0.1761, 0.1401, 0.1119, 0.1077, 0.3684, 0.2486, 0.1555, 1.8768, 1.7269, 0.1604, 0, 0, 0, 0, 0, 0, 9.30643, 0.070848, 0, 0, 0, 0, 0, 0, 0, 3.2e-05, 0.10816, 0.10208, 0.006048, 0.338304, 0.096544, 0.102432, 0.1304, 0.077504, 0.003392, 0.147008, 0.346688, 0, 1.61104, 6.20384, 0.001536, 0.145344, 0.077248, 0.06752, 0.160512, 0.157472, 0.091424, 0.015488, 0.015488, 0.042592, 
85, 0, 0, 0, 0, 0.3309, 0.105, 2.3904, 0.2142, 0, 0, 0, 0, 0, 0, 0, 0.0912, 0.3586, 0.1696, 0.1045, 0.3934, 0.1049, 0.1091, 0.0975, 0.0861, 0.089, 0.1761, 0.1517, 0, 0.0896, 0.278, 0.1529, 0.101, 0.0965, 0.0901, 0.3958, 0.2582, 0.1639, 1.9189, 1.8062, 0.1651, 0, 0, 0, 0, 0, 0, 9.65981, 0.071008, 0, 0, 0, 0, 0, 0, 0, 3.2e-05, 0.109472, 0.103744, 0.005696, 0.34016, 0.097696, 0.102112, 0.1312, 0.077248, 0.003392, 0.14848, 0.354432, 0, 1.92176, 6.22611, 0.002816, 0.14816, 0.077856, 0.068032, 0.16224, 0.159168, 0.092224, 0.018656, 0.018656, 0.0408, 
